"species_code","subcategory"
"95038","None"
"95039","None"
"95040","None"
"95041","None"
"95050","None"
"95060","None"
"95070","None"
"95080","None"
"95100","None"
"95103","None"
"95104","None"
"95105","None"
"97000","None"
"97100","None"
"97110","None"
"97111","None"
"97115","None"
"97116","None"
"97120","None"
"98000","None"
"98001","None"
"98002","None"
"98003","None"
"98070","None"
"98071","None"
"98072","None"
"98079","None"
"98080","None"
"98082","None"
"98100","None"
"98101","None"
"98102","None"
"98105","None"
"98200","None"
"98205","None"
"98206","None"
"98210","None"
"98220","None"
"98300","None"
"98302","None"
"98309","None"
"98310","None"
"98311","None"
"98320","None"
"98322","None"
"98324","None"
"98330","None"
"98331","None"
"98332","None"
